fname,sentence,I-ORG
pr8806_69,56,"luthersk, evangeliske"
pr8816_69,5,lutherske
pr8816_69,6,Facebook
pr8816_69,6,Facebook
pr8840_69,9,Gamle
pr8848_69,7,sundhedsstyrelsen
pr8852_69,9,Kristelig
pr8855_78,43,Ef
pr8856_78,11,lutherske
pr8856_78,70,DDS
pr8859_78,1,Sl
pr8859_78,6,Sl
pr8859_78,7,Sl
pr8859_78,9,Sl
pr8859_78,10,Sl
pr8859_78,24,Sl
pr8859_78,28,Sl
pr8859_78,84,Sl
pr8861_78,102,"Vestre, Fængsel"
pr8862_78,93,TV
pr8863_78,16,Testamente
pr8863_78,17,Testamente
pr8863_78,28,Testamente
pr8863_78,43,ak
pr8866_78,17,Sl
pr8866_78,18,Sl
pr8866_78,36,Open
pr8867_78,17,Sl
pr8867_78,18,Sl
pr8868_78,36,vrå
pr8869_78,70,Sl
pr8870_78,60,romerske
pr8870_78,81,Expressen
pr8871_78,40,TV
pr8872_78,50,"Kristelig, Dagblad"
pr8872_78,50,Klux
pr8872_78,53,Klux
pr8872_78,54,Klux
pr8872_78,90,Sl
pr8872_78,90,Sl
pr8872_78,90,Sl
pr8872_78,92,Sl
pr8872_78,92,Sl
pr8872_78,94,Sl
pr8872_78,95,Sl
pr8872_78,98,Sl
pr8872_78,98,Sl
pr8872_78,110,Sl
pr8872_78,113,Sl
pr8872_78,122,Dom
pr8873_78,80,Folkekirken
pr8873_78,81,Folkekirken
pr8876_78,41,Testamente
pr8877_78,49,Sl
pr8878_78,0,Ekstrabladet
pr8879_78,7,Netto
pr8879_78,16,Alfa
pr8879_78,16,Omega
pr8879_78,43,DDS
pr8881_78,6,Folkekirken
pr8882_78,0,Testamente
pr8882_78,27,Testamente
pr8884_78,25,Testamente
pr8885_78,0,"Kristeligt, Dagblad"
pr8885_78,1,"Teologiske, Fakultet"
pr8885_78,60,Sl
pr8886_78,1,Falck
pr8886_78,46,Testamente
pr8887_78,44,TV
pr8887_78,67,parole
pr8889_78,2,Sl
pr8890_78,67,Prædikerens
pr8892_78,15,Testamente
pr8893_78,21,GT
pr8894_78,5,Føtex
pr8894_78,5,Føtex
pr8898_78,36,"Vestre, Fængsel"
pr8898_78,36,"Vestre, Fængsel"
pr8899_78,15,Kvickly
pr8901_78,7,Testamente
pr8901_78,21,Testamente
pr8901_78,21,Testamente
pr8902_78,0,Folkeblad
pr8902_78,28,"Brøndby, Kunstforening"
pr8902_78,30,Brøndby
pr8902_78,43,Brøndby
pr8902_78,45,"Brøndby, Stadion"
pr8902_78,47,Brøndby
pr8902_78,48,Brøndby
pr8902_78,49,Brøndby
pr8902_78,55,DDS
pr8903_78,17,"Brøndby, Idrætsforening"
pr8906_78,4,Danmark
pr8906_78,52,eldorado
pr8907_78,39,TV
pr8907_78,40,"Vestre, Fængsel"
pr8908_78,8,Sl
pr8908_78,18,Brøndby
pr8910_78,13,Brøndby
pr8912_78,14,Testamente
pr8913_78,26,lutherske
pr8913_78,51,"Den, Danske, Salmebog"
pr8915_78,40,Danske
pr8915_78,46,Danske
pr8915_78,66,DDS
pr8916_78,3,ak
pr8916_78,9,ak
pr8916_78,21,ak
pr8916_78,22,ak
pr8916_78,66,ak
pr8917_78,84,nazi
pr8918_78,1,Sl
pr8918_78,9,Sl
pr8918_78,15,Sl
pr8918_78,16,Sl
pr8918_78,18,Sl
pr8918_78,19,Sl
pr8918_78,21,Kvickly
pr8918_78,32,Sl
pr8918_78,81,Sl
pr8920_78,38,"Kristeligt, Dagblad"
pr8921_78,40,ak
pr8922_78,66,Testamente
pr8923_78,25,Sl
pr8925_78,12,Youtube
pr8927_78,84,Line
pr8928_78,64,Sl
pr8929_78,64,Sl
pr8931_78,39,DDS
pr8932_78,27,Gamle
pr8933_78,13,Testamente
pr8933_78,35,Kvickly
pr8933_78,35,"Hvidovre, Butikstorv"
pr8935_78,4,Springer
pr8935_78,29,DDS
pr8935_78,48,Matthæusevangeliet
pr8937_78,29,Testamente
pr8939_78,0,"dagbladet, Information"
pr8942_78,6,"Brønshøj, ’"
pr8943_78,27,Facebook
pr8943_78,35,Testamente
pr8944_78,0,Aldi
pr8944_78,49,DR
pr8945_78,5,Testamente
pr8945_78,5,Testamente
pr8945_78,39,Roms
pr8947_78,24,DR
pr8947_78,25,DR
pr8947_78,26,manuscript
pr8947_78,42,Testamente
pr8948_78,22,Testamente
pr8948_78,23,Testamente
pr8951_78,0,Sl
pr8951_78,1,Sl
pr8951_78,5,Sl
pr8951_78,7,hjorten
pr8951_78,13,evangeliske
pr8951_78,13,Sl
pr8952_78,33,katolske
pr8952_78,43,Danske
pr8953_78,34,Testamente
pr8955_78,0,Sl
pr8955_78,1,Sl
pr8955_78,17,Testamente
pr8958_78,43,Sl
pr8958_78,57,Danmarks
pr8961_78,1,TV
pr8963_78,3,Det
pr8963_78,3,Testamente
pr8963_78,48,Det
pr8963_78,48,Testamente
pr8963_78,63,Ham
pr8964_78,10,Det
pr8964_78,10,Testamente
pr8964_78,54,Ham
pr8965_78,0,Det
pr8965_78,0,Testamente
pr8968_78,53,forladelse
pr8968_78,64,forladelse
pr8969_78,3,Det
pr8969_78,66,Facebook
pr8970_78,4,Brøndby
pr8970_78,4,FCK
pr8970_78,82,DDS
pr8971_78,51,Twin
pr8974_78,24,DDS
pr8976_78,18,Testamente
pr8978_78,32,ak
pr8981_78,5,Testamente
pr8981_78,19,Kvickly
pr8981_78,19,"Hvidovre, Butikstorv"
pr8985_78,29,Testamente
pr8986_78,18,Føtex
pr8987_78,39,Føtex
pr8998_79,48,domhuset
pr9005_13,0,DR
pr9009_13,25,Fine
pr9010_13,41,katolske
pr9014_13,16,Naboen
pr9018_13,18,jødiske
pr9018_13,47,Folkekirken
pr9020_13,37,Emmaus
pr9026_13,4,Ny
pr9033_13,37,Læger
pr9033_13,37,Folkekirkens
pr9036_13,4,IS
pr9039_13,18,Facebook
pr9042_13,3,Facebook
pr9042_13,14,Lam
pr9043_13,31,kongehuset
pr9045_13,28,"Gamle, Testamente"
pr9045_13,67,Ham
pr9047_13,44,irakiske
pr9049_13,14,FB
pr9049_13,29,Israels
pr9049_13,51,romerske
pr9050_13,31,Folkekirkens
pr9053_13,40,romerske
pr9055_13,24,jødiske
pr9061_13,13,Emmaus
pr9062_13,55,Testamente
pr9063_13,20,Riges
pr9068_13,5,Ny
pr9071_13,12,Råd
pr9072_13,15,Ny
pr9073_13,31,kongehuset
pr9081_13,22,Det
pr9081_13,22,Testamente
pr9082_13,29,Ny
pr9083_13,41,FB
pr9085_13,3,blæsten
pr9086_13,7,sabbath
pr9088_13,80,Riges
pr9094_13,2,katolske
pr9094_13,7,sydamerikanske
pr9094_13,48,"Det, Gamle"
pr9096_13,71,Folkekirken
pr9100_13,57,Ham
pr9101_13,62,Facebook
pr9102_13,18,Folkekirkens
pr9102_13,18,"Røde, Kors"
pr9102_13,18,Læger
pr9107_13,15,romerske
pr9110_13,8,"Frelsens, Hær"
pr9110_13,10,Folkekirkens
pr9110_13,10,Facebook
pr9111_13,11,"Det, Røde"
pr9112_13,16,Danmarks
pr9112_13,52,"De, Britiske"
pr9115_13,52,finansministeriet
pr9117_13,17,Ham
pr9117_13,70,Folkekirken
pr9120_13,35,Læger
pr9120_13,35,Folkekirkens
pr9124_13,49,Facebook
pr9131_13,22,"Aarhus, Universitet"
pr9131_13,25,evangeliske
pr9131_13,71,"Frelsens, Hær"
pr9132_13,20,Det
pr9132_13,20,Testamente
pr9132_13,33,Riges
pr9132_13,35,Riges
pr9135_14,5,Århus
pr9135_14,23,Ham
pr9138_14,4,Lars
pr9138_14,10,FNs
pr9139_14,66,brugsen
pr9142_14,26,Ham
pr9145_14,43,Bilka
pr9145_14,51,Bilka
pr9146_14,8,"Helsingør, Idrætsforening"
pr9147_14,1,Danske
pr9147_14,4,blæsten
pr9148_14,4,Københavns
pr9148_14,10,Queens
pr9148_14,12,Berlingske
pr9148_14,16,"Københavns, Zoo"
pr9149_14,21,Gyldendal
pr9151_14,56,Københavns
pr9152_14,29,"Århus, Universitet"
pr9152_14,29,"Askov, Højskole"
pr9156_14,0,"Time, Magazine"
pr9156_14,23,Club
pr9156_14,24,IKEA
pr9156_14,39,TV
pr9157_14,4,Hamas
pr9159_14,3,"Champions, League"
pr9159_14,3,"Uefa, Cup"
pr9160_14,47,Måbjerg
pr9161_14,19,Ham
pr9162_14,3,TV
pr9162_14,63,lutherske
pr9163_14,20,Bording
pr9165_14,2,"Københavns, Universitet"
pr9166_14,39,Weekendavisen
pr9167_14,22,katolske
pr9167_14,39,Ham
pr9167_14,79,Oticon
pr9168_14,2,Islamisk
pr9168_14,83,Ham
pr9169_14,42,sok
pr9169_14,48,sok
pr9171_14,16,"Aalborg, Universitet"
pr9171_14,42,brugsen
pr9171_14,76,Depeche
pr9172_14,0,Enhedslisten
pr9172_14,0,"Liberal, Alliance"
pr9172_14,43,"Ekstra, Bladet"
pr9173_14,13,Politiken
pr9173_14,18,brugsen
pr9173_14,53,Apple
pr9177_14,9,Lego
pr9177_14,60,"Kristeligt, Dagblad"
pr9179_14,110,Facebook
pr9180_14,85,Messerschmitt
pr9181_14,29,kirkeministeriet
pr9182_14,34,Aarhus
pr9182_14,40,muslimske
pr9182_14,55,finansministeriet
pr9183_14,20,skid
pr9183_14,71,Mercedes
pr9185_14,41,Whisky
pr9185_14,42,Dickens
pr9186_14,4,Indre
pr9187_14,11,Facebook
pr9187_14,12,Bilka
pr9187_14,24,Facebook
pr9187_14,80,Facebook
pr9188_14,5,Folketinget
pr9188_14,18,Brugsen
pr9191_14,47,"FC, Midtjyllands"
pr9191_14,49,AGF
pr9191_14,50,Politikken
pr9192_14,10,Orlando
pr9194_14,10,Håndbold
pr9195_14,9,Facebook
pr9196_14,17,Berlingske
pr9197_14,50,nazi
pr9197_14,75,Nephew
pr9202_15,0,bilka
pr9202_15,5,PK
pr9204_15,8,oddset
pr9204_15,11,katolske
pr9205_15,15,GT
pr9216_15,6,HC
pr9218_15,11,"amerikanske, senat"
pr9218_15,16,Brugsen
pr9220_15,3,BR
pr9224_15,42,HC
pr9224_15,45,HC
pr9225_15,8,Ham
pr9225_15,50,hvedekorn
pr9225_15,73,Ham
pr9231_15,22,evangelist
pr9236_15,43,MAN
pr9241_15,19,giro
pr9243_15,11,News
pr9245_15,20,Teater
pr9249_15,140,lovpriser
pr9251_15,11,"”, Kristen"
pr9252_15,50,Beatles
pr9253_15,28,DA
pr9255_15,73,Ham
pr9257_15,41,DR
pr9260_15,0,HC
pr9260_15,7,HC
pr9261_15,14,Grundtvigs
pr9262_15,0,JyllandsPosten
pr9266_15,17,GT
pr9266_15,51,DR
pr9268_15,1,Kristeligt
pr9268_15,52,Disney
pr9272_15,43,Trump
pr9274_15,40,katolske
pr9282_16,24,Lufthansa
pr9282_16,39,Ham
pr9282_16,40,Ham
pr9287_16,15,Testamente
pr9289_16,42,Testamente
pr9289_16,71,Testamente
pr9291_16,23,Ham
pr9291_16,38,Ham
pr9292_16,88,SKAT
pr9293_16,0,Brøndby
pr9293_16,73,Mattæus
pr9295_16,95,Ham
pr9297_16,15,Brøndby
pr9299_16,25,YouTube
pr9299_16,42,"Brøndby, Stadion"
pr9300_16,13,Bethesda
pr9300_16,56,Bethesda
pr9302_16,55,DDS
pr9303_16,46,NETTO
pr9305_16,10,Danske
pr9305_16,60,Hærs
pr9306_16,60,forsikringsselskabet
pr9308_16,7,"Brøndby, Strand"
pr9308_16,21,Klara
pr9308_16,57,TV2
pr9311_16,20,Royal
pr9311_16,45,"Kristeligt, Dagblad"
pr9313_16,63,Ham
pr9314_16,10,"Det, Kongelige, Teater"
pr9314_16,17,Folkekirken
pr9316_16,4,Brøndby
pr9317_16,23,Brøndby
pr9318_16,64,Ham
pr9319_16,49,Ham
pr9320_16,69,Brøndby
pr9325_16,41,Brøndby
pr9325_16,47,Brøndby
pr9325_16,53,Brøndby
pr9326_16,59,”
pr9328_16,9,"Roskilde, Festivalen"
pr9328_16,63,"Roskilde, Festivalen"
pr9329_16,102,East
pr9329_16,102,Orchestra
pr9331_16,7,TV
pr9331_16,13,Københavns
pr9332_16,17,New
pr9334_16,24,"Scandinavian, Star"
pr9336_16,4,katolske
pr9336_16,9,"Hillsong, Church"
pr9336_16,19,Himmelske
pr9339_16,58,TV
pr9339_16,58,Facebook
pr9339_16,81,Facebook
pr9341_16,11,TV2
pr9341_16,25,Det
pr9342_16,63,"Brøndby, Strand"
pr9342_16,69,Blå
pr9349_16,88,forladelse
pr9349_16,101,forladelse
pr9351_70,5,"Gamle, Testamente"
pr9351_70,9,Det
pr9351_70,9,Det
pr9351_70,15,katolske
pr9351_70,59,"Gamle, Testamente"
pr9353_70,66,Testamente
pr9353_70,71,Det
pr9353_70,71,Testamente
pr9355_70,19,Klux
pr9357_70,12,Det
pr9357_70,30,"Luthersk, Mission"
pr9357_70,49,Folkekirken
pr9357_70,67,grundtvigsk
pr9359_70,3,"Det, Gamle"
pr9359_70,3,Det
pr9359_70,3,Testamente
pr9359_70,10,"Det, Gamle, Testamente"
pr9359_70,42,Elefanten
pr9359_70,87,Noas
pr9359_70,95,Det
pr9361_70,32,Facebook
pr9364_70,9,Det
pr9364_70,9,Testamente
pr9366_70,94,Testamente
pr9367_70,85,Det
pr9368_70,26,Det
pr9368_70,35,Det
pr9368_70,35,Testamente
pr9369_70,83,Beder
pr9373_70,3,"Gamle, Testamente"
pr9373_70,3,Det
pr9373_70,3,Det
pr9373_70,3,Testamente
pr9373_70,4,Det
pr9373_70,4,Testamente
pr9373_70,60,Det
pr9374_70,7,regime
pr9376_70,4,"Store, Råd"
pr9376_70,41,"Kristeligt, Dagblad"
pr9376_70,43,norske
pr9377_70,0,Det
pr9377_70,0,Testamente
pr9377_70,7,Det
pr9377_70,27,"Det, Gamle, Testamente"
pr9379_70,0,University
pr9379_70,27,Testamente
pr9379_70,47,Det
pr9379_70,47,Det
pr9379_70,47,Testamente
pr9380_70,31,"Indre, Mission"
pr9383_70,33,"Danmarks, Radios"
pr9383_70,38,Folketinget
pr9384_70,11,SF
pr9384_70,11,Socialdemokratiet
pr9384_70,11,Radikale
pr9384_70,22,Det
pr9384_70,22,Testamente
pr9385_70,75,Testamente
pr9385_70,93,Ham
pr9387_70,4,Nato
pr9387_70,67,Ham
pr9388_70,7,Gamle
pr9390_70,1,luthersk
pr9390_70,5,evangeliske
pr9390_70,9,katolske
pr9390_70,11,katolske
pr9390_70,18,Sølv
pr9390_70,23,Messe
pr9390_70,26,katolske
pr9390_70,30,katolske
pr9390_70,34,"Det, Gamle, Testamente"
pr9390_70,39,Det
pr9393_70,5,"Games, ”"
pr9393_70,13,nutidens
pr9393_70,13,"Games, ”"
pr9393_70,32,TV
pr9393_70,46,Games
pr9394_70,7,Kristi
pr9395_70,45,Det
pr9395_70,45,Testamente
pr9395_70,47,Det
pr9395_70,62,"Gamle, Testamente"
pr9395_70,63,Testamente
pr9395_70,64,Det
pr9398_70,34,"Det, Gamle"
pr9398_70,63,irakiske
pr9398_70,73,Det
pr9398_70,73,Testamente
pr9399_70,11,"Det, Gamle, Testamente"
pr9399_70,18,"Det, Gamle"
pr9399_70,25,"Det, Gamle, Testamente"
pr9399_70,40,Human
pr9399_70,53,SKAT
pr9400_70,2,Facebook
pr9401_70,13,Testamente
pr9407_70,0,Det
pr9407_70,0,Testamente
pr9407_70,28,Gamle
pr9408_70,65,Vor
pr9411_70,53,"Jyllands, Posten"
pr9411_70,89,Det
pr9411_70,89,Testamente
pr9412_70,27,lutherske
pr9413_70,7,Sundhedsstyrelsen
pr9413_70,67,Jyllands
pr9413_70,85,"Jyllands, Posten"
pr9414_70,9,enkemanden
pr9416_70,33,Holocaust
pr9416_70,51,SS
pr9417_70,36,"Det, Gamle, Testamente"
pr9418_70,14,Testamente
pr9418_70,58,"Kristeligt, Dagblad"
pr9421_70,56,"Det, Gamle"
pr9421_70,56,Det
pr9421_70,60,Det
pr9421_70,60,Testamente
pr9421_70,60,Det
pr9421_70,60,Testamente
pr9421_70,64,Det
pr9421_70,64,Testamente
pr9421_70,72,"Nye, Testamente"
pr9421_70,73,"Gamle, Testamente"
pr9423_70,69,"Det, Gamle"
pr9423_70,74,Testamente
pr9424_70,21,Folkekirken
pr9424_70,36,”
pr9424_70,86,Det
pr9424_70,89,Det
pr9425_70,14,"University, College, Syddanmark"
pr9427_70,7,Museum
pr9427_70,21,UC
pr9427_70,45,Testamente
pr9427_70,66,romerske
pr9428_70,27,katolske
pr9428_70,29,"”, beskytteren"
pr9428_70,87,katolske
pr9429_70,4,"Det, Gamle, Testamente"
pr9429_70,32,Det
pr9429_70,32,Det
pr9429_70,32,Testamente
pr9434_70,2,"Gamle, Testamente"
pr9434_70,6,"Det, Gamle, Testamente"
pr9434_70,7,Det
pr9434_70,20,Ham
pr9435_70,52,Jydske
pr9435_70,68,Folkekirken
pr9435_70,85,Gamle
pr9435_70,85,Det
pr9435_70,87,frelsers
pr9436_70,0,"Kristeligt, Dagblad"
pr9436_70,10,katolske
pr9436_70,18,Det
pr9436_70,18,Jesus
pr9436_70,22,Det
pr9436_70,23,Noas
pr9436_70,40,Det
pr9436_70,40,Testamente
pr9438_70,32,Testamente
pr9440_70,13,Hvidsten
pr9440_70,15,Hvidsten
pr9440_70,30,Hvidsten
pr9440_70,58,romerske
pr9441_70,7,Det
pr9441_70,7,Testamente
pr9441_70,8,Det
pr9441_70,8,Testamente
pr9442_70,19,Det
pr9442_70,48,katolske
pr9442_70,52,katolske
pr9442_70,84,katolske
pr9444_70,21,Danmarks
pr9444_70,29,"Holger, Danske"
pr9444_70,54,Ham
pr9445_70,82,Testamente
pr9446_70,57,Det
pr9446_70,57,Testamente
pr9449_70,39,"Danske, Folkekirke"
pr9449_70,46,Folkekirken
pr9451_70,17,Det
pr9452_70,2,"Den, Danske, Folkekirke"
pr9452_70,12,Det
pr9452_70,12,Testamente
pr9452_70,53,katolske
pr9452_70,63,katolske
pr9452_70,70,katolske
pr9452_70,72,lutherske
pr9452_70,75,Volkswagen
pr9452_70,79,Volkswagen
pr9452_70,79,Golf
pr9452_70,79,Passat
pr9452_70,79,Touran
pr9452_70,80,Volkswagen
pr9452_70,80,katolske
pr9452_70,80,lutherske
pr9452_70,82,Indre
pr9452_70,95,lutherske
pr9452_70,96,katolske
pr9454_70,70,ak
pr9460_70,76,"Det, Gamle, Testamente"
pr9460_70,91,Det
pr9462_70,0,Enhedslisten
pr9462_70,1,SF
pr9462_70,2,Socialdemokratiet
pr9462_70,5,"Liberal, Alliance"
pr9462_70,7,Venstre
pr9462_70,8,"Dansk, Folkeparti"
pr9462_70,10,Folketinget
pr9462_70,11,enhedslistens
pr9462_70,13,Enhedslistens
pr9462_70,13,Venstres
pr9462_70,14,Enhedslistens
pr9462_70,14,Venstres
pr9462_70,22,TV2
pr9462_70,22,"Dansk, Folkeparti"
pr9462_70,31,"Dansk, Folkepartis"
pr9462_70,36,Dansk
pr9462_70,37,"Dansk, Folkeparti"
pr9462_70,41,"Dansk, Folkeparti"
pr9462_70,42,"Dansk, Folkepartis"
pr9462_70,48,DF
pr9462_70,50,"Dansk, Folkepartis"
pr9462_70,55,"Dansk, Folkeparti"
pr9462_70,55,Enhedslisten
pr9463_70,2,"Det, Gamle"
pr9463_70,59,Testamente
pr9463_70,64,Lot
pr9463_70,65,Lot
pr9464_70,0,"Kristeligt, Dagblad"
pr9464_70,8,Facebook
pr9464_70,8,"Kristeligt, Dagblad"
pr9464_70,14,"Det, Nye"
pr9464_70,19,Folkekirkens
pr9464_70,37,Råd
pr9466_70,10,"Kristeligt, Dagblad"
pr9467_70,6,Citroën
pr9467_70,55,Islamisk
pr9471_70,14,Gamle
pr9472_70,9,Islamisk
pr9472_70,54,Det
pr9473_70,1,"Det, Gamle"
pr9473_70,9,Testamente
pr9473_70,10,Det
pr9473_70,10,Testamente
pr9473_70,82,Det
pr9475_70,44,Nye
pr9475_70,89,Islamisk
pr9478_70,10,Det
pr9478_70,10,Testamente
pr9478_70,29,Det
pr9478_70,36,Det
pr9478_70,36,Testamente
pr9478_70,53,Det
pr9478_70,53,Testamente
pr9478_70,62,Det
pr9478_70,62,Testamente
pr9478_70,78,"Det, Gamle"
pr9480_70,10,Facebook
pr9480_70,42,"Danmarks, Radios"
pr9480_70,42,P1
pr9486_70,0,Folkekirkens
pr9486_70,79,Sankt
pr9486_70,80,katolske
pr9486_70,106,lutherske
pr9487_70,1,Folketingets
pr9487_70,14,Folketinget
pr9487_70,39,katolske
pr9487_70,40,lutherske
pr9489_70,50,"Det, Gamle, Testamente"
pr9490_70,6,Det
pr9490_70,6,Testamente
pr9490_70,44,"World, Trade, Center"
pr9490_70,50,Ham
pr9491_70,16,Testamente
pr9491_70,32,Det
pr9491_70,32,Testamente
pr9491_70,73,"Islamisk, Stats, menneskefjendske, kalifat"
pr9493_70,31,Sognepræsten
pr9494_70,40,lutherske
pr9494_70,56,lutherske
pr9494_70,57,katolske
pr9494_70,70,"Danske, Folkekirke"
pr9494_70,91,katolske
pr9494_70,94,katolske
pr9494_70,102,katolske
pr9498_70,73,Gamle
pr9498_70,73,Det
pr9498_70,75,Testamente
pr9501_70,0,Testamente
pr9502_70,65,Det
pr9502_70,65,Testamente
pr9503_70,1,"Danmarks, Radios"
pr9503_70,2,"Det, Gyldne, Teater"
pr9503_70,42,Facebook
pr9505_70,25,"Islamisk, Trossamfund"
pr9505_70,73,"Islamisk, Trossamfund"
pr9507_70,69,Testamente
pr9509_70,51,Det
pr9509_70,51,Testamente
pr9509_70,54,Det
pr9509_70,54,Testamente
pr9510_70,18,6
pr9512_70,18,Testamente
pr9513_70,45,Den
pr9513_70,70,"Det, Gamle, Testamente"
pr9514_70,10,Det
pr9514_70,65,Det
pr9514_70,65,Det
pr9516_70,11,"Det, Gamle"
pr9516_70,47,Salmernes
pr9516_70,47,"Det, Gamle, Testamente"
pr9517_70,82,forladelse
pr9518_70,70,"Gamle, Testamente"
pr9520_70,8,"Det, Tredje, Riges"
pr9523_70,83,Det
pr9523_70,120,Det
pr9524_70,11,"Det, Gamle, Testamente"
pr9524_70,13,Det
pr9524_70,17,Det
pr9524_70,17,Testamente
pr9524_70,19,Det
pr9524_70,19,Testamente
pr9524_70,21,Det
pr9524_70,21,Testamente
pr9524_70,23,Testamente
pr9524_70,24,Det
pr9524_70,24,Testamente
pr9526_70,37,Islamisk
pr9526_70,40,Islamisk
pr9526_70,45,Selskab
pr9526_70,48,Selskab
pr9526_70,49,Folkekirken
pr9526_70,51,Folkekirken
pr9527_70,57,reformationstiden
pr9527_70,58,katolske
pr9527_70,62,katolske
pr9528_70,1,Konfirmationen
pr9528_70,30,Det
pr9528_70,30,Testamente
pr9529_70,0,"Etisk, Råd"
pr9530_70,3,"Det, Gamle"
pr9530_70,28,"Det, Gamle, Testamente"
pr9530_70,38,Det
pr9530_70,39,Det
pr9530_70,39,Testamente
pr9530_70,42,Det
pr9530_70,64,Det
pr9530_70,64,Testamente
pr9530_70,64,Testamente
pr9530_70,82,Testamente
pr9532_70,18,Islamisk
pr9532_70,42,Det
pr9533_70,21,JyllandsPosten
pr9533_70,38,"Det, Nye, Testamente"
pr9533_70,39,Gamle
pr9533_70,49,"Gamle, Testamente"
pr9536_70,15,Det
pr9536_70,75,Facebook
pr9536_70,81,Facebook
pr9536_70,84,Folkekirken
pr9536_70,85,Facebook
pr9536_70,91,"amerikanske, Tea, Party"
pr9537_70,100,miraklet
pr9538_70,1,katolske
pr9538_70,1,lutherske
pr9538_70,10,"Det, Gamle"
pr9538_70,10,Det
pr9538_70,10,Testamente
pr9538_70,28,"pavelige, hof"
pr9538_70,30,rigsdagen
pr9538_70,33,katolske
pr9538_70,50,Det
pr9538_70,60,katolske
pr9538_70,61,lutherske
pr9538_70,64,reformationstiden
pr9540_70,16,jyske
pr9540_70,35,Islamisk
pr9540_70,49,"New, Public, Management"
pr9541_70,7,Facebook
pr9543_70,27,Det
pr9543_70,27,Testamente
pr9543_70,47,evangelist
pr9547_71,26,HC
pr9548_71,13,Hospital
pr9549_71,7,Facebook
pr9549_71,8,Facebook
pr9549_71,9,Facebook
pr9549_71,31,Information
pr9549_71,32,Rådet
pr9552_71,47,"Oxford, universitet"
pr9560_71,30,"Jonathan, Livingston, Havmåge, ."
pr9560_71,35,"Jonathan, Livingston, Havmåge, ."
pr9566_71,0,Weekendavisen
pr9567_71,21,Facebook
pr9567_71,50,Irma
pr9567_71,70,TV2
pr9570_71,9,Line
pr9573_71,24,IKEA
pr9573_71,28,IKEA
pr9573_71,42,alert
pr9575_71,26,nationalmuseet
pr9577_71,24,sneakers
pr9578_71,27,MGP
pr9578_71,28,"Internationalt, MGP"
pr9578_71,28,MGP
pr9579_71,21,DR
pr9582_71,2,melodigrandprix
pr9584_71,6,ABC
pr9585_71,0,TV2
pr9589_71,25,Rotary
pr9589_71,35,Rotary
pr9589_71,47,Rotary
pr9589_71,47,kaglede
pr9590_71,40,"Det, Nye, Testamente"
pr9593_71,11,Boeing
pr9595_71,12,Ole
pr9596_71,0,Brøndby
pr9596_71,9,Brøndby
pr9597_71,6,"Sunset, Villa"
pr9597_71,9,"Kongelige, Danske, Livgarde"
pr9599_71,2,PET
pr9599_71,4,Søværnet
pr9599_71,13,Berlingske
pr9601_71,26,Kristeligt
pr9602_71,26,Politiet
pr9603_71,6,DR
pr9603_71,7,"Kristeligt, Folkeparti"
pr9603_71,7,Radiorådet
pr9612_71,0,"British, Airways"
pr9613_71,21,"Kristeligt, Dagblad"
pr9613_71,42,Facebook
pr9621_71,12,Milan
pr9623_71,24,Brøndby
pr9625_71,19,Netto
pr9628_71,42,”
pr9630_71,0,klagesangen
pr9630_71,26,DR3
pr9631_71,1,DR
pr9634_71,8,Disney
pr9636_71,30,"Røde, Kors"
pr9641_71,60,Folkekirkens
pr9643_71,33,Tivoli
pr9643_71,35,Tivoli
pr9643_71,54,Føtex
pr9647_71,0,Politiken
pr9647_71,18,Disney
pr9649_72,55,Ham
pr9651_72,3,folketinget
pr9651_72,3,Kirkeministeriet
pr9651_72,4,kirkeministeriet
pr9654_72,78,Ham
pr9655_72,22,borgerservice
pr9656_72,29,Gamle
pr9657_72,2,Islamisk
pr9657_72,7,Islamisk
pr9657_72,8,Islamisk
pr9657_72,10,Qaeda
pr9657_72,11,Islamisk
pr9657_72,17,Islamisk
pr9657_72,28,Islamisk
pr9658_72,40,Facebook
pr9660_72,5,Gestapo
pr9660_72,21,Gestapo
pr9661_72,13,DNSAP
pr9661_72,19,"Vestre, Fængsel"
pr9663_72,0,"Dansk, Industri"
pr9664_72,88,Ham
pr9666_72,0,Facebook
pr9666_72,1,Facebook
pr9666_72,7,Facebook
pr9666_72,20,Facebook
pr9668_72,21,Skanse
pr9678_73,22,P1
pr9678_73,44,modstandsgruppen
pr9682_73,45,Ham
pr9683_73,14,yom
pr9684_73,16,Comfort
pr9685_73,22,"Kristeligt, Dagblad"
pr9685_73,25,"Jyske, Vestkysten"
pr9685_73,25,"Kristeligt, Dagblad"
pr9685_73,62,Testamente
pr9689_73,20,Menneskerettigheder
pr9690_73,69,katolske
pr9691_73,9,"Kristeligt, Dagblad"
pr9701_73,67,Ham
pr9703_73,32,Twitter
pr9703_73,54,ak
pr9704_73,56,Blæsten
pr9707_73,11,Chelsea
pr9707_73,11,Arsenal
pr9707_73,11,"Manchester, United"
pr9707_73,60,katolske
pr9707_73,65,Disneyland
pr9708_73,7,"Paris, ’, Metro"
pr9713_73,26,barnsben
pr9714_73,48,Folkekirkens
pr9716_73,76,circus
pr9721_73,36,Teater
pr9725_73,3,"Brugsen, –"
pr9728_73,9,Sparekassen
pr9728_73,18,Brugsen
pr9728_73,64,Brugsen
pr9729_73,31,DR2
